arm,engine,effort,wall_s,input_tok,cache_write,cache_read,output_tok,reasoning_tok,total_tok,cost_est_usd,exit,notes
unionalphar3,"Union Alpha (stealth, OpenRouter)",default,1120.6,473941,0,4314268,22925,,4811134,0.0,0,"*** RUN 2026-09-17 AT n=3. Some of the endpoint measurements quoted below were taken from a SECOND machine against the same live slug before any leg started; every leg itself ran on the machine that holds the pristine repos. *** n=3 FROM THE START (arms unionalpha / r2 / r3): the slug is FREE, so a replicate costs only wall clock, and a stealth slug can be withdrawn without notice - Ox Alpha became z-ai/glm-5.3-flash days after its n=1, which could then never be extended on the same route. The Mac side's own reading argues the same way from the other end: six byte-identical calls came back bimodal (~8s / ~32s, 20-218 completion tokens), so an n=1 on this route is weaker evidence than an n=1 elsewhere. *** PORTS ARE 8830 (r1) / 8831 (r2) / 8832 (r3), NOT the staged 8808, which already belongs to another arm in this file and was never exercised. *** TIMEOUT 21600 (6h/leg) for the speed reasons below; DISCLOSED: r1's repo 1 leg launched at 14400 (4h) before this merge landed. A cap is a safety net, not a parameter - a leg that hits it is a timeout rather than a score, and gets re-run at 21600, which is not a re-roll. *** SMOKE THROUGH THIS ARM'S OWN PATH, 2026-09-17: provider echoed 'Stealth' under allow_fallbacks=false on all three calls, plain completion 200, tool call finish_reason='tool_calls' with parseable arguments, and the MULTI-TURN leg (tool RESULT sent back, the path every agent turn uses) answered from the tool output; usage.cost exactly 0 every time. On OR's Anthropic surface the slug also takes system+tools, streaming, thinking:{type:disabled} and temperature/top_p/stop; /v1/messages/count_tokens 404s, which is OpenRouter-wide and not new. One quirk to watch rather than fix: the FIRST request of a Claude Code session 400s with provider raw:'ERROR' and nothing else - seen once in the manual smoke and once at leg start - and the session then runs normally. *** TOKEN INSTABILITY, MEASURED FROM BOTH ENDS. The Mac side found prompt_tokens landing per-call in one of two serving states (state A: no hidden prefix, <|...|> strings stripped before tokenization; state B: a ~17-token prefix counted and specials tokenized as text) - two states that disagree by 17 tokens on a 1-token prompt and by 22 on a 182-token passage are two tokenizers, not one backend with an optional prefix. Confirmed here independently with CACHE-BUSTED repeats (unique uuid prefix per call, so it is not one prompt's cache): the same fixed string returned ~200 with cached_tokens=0 or 169/170/171/172 with cached_tokens=12. A real token count does not wobble. CONSEQUENCE FOR THE COLUMNS: input_tok/total_tok on this arm are the endpoint's self-report and carry that wobble; cost does not depend on any of it, because the slug is $0 and cost_est_usd=0 is exact. *** JUDGE: see the JUDGE paragraph at the end - it is NOT simply the board default. ***

--- MEASURED ON THE MAC, 2026-09-17, KEPT VERBATIM BELOW ---
via=local OpenRouter shim (--max-retries 40 --backoff-cap 90, NO --require-reasoning);upstream=OR stealth/union-alpha, announced by OpenRouter 2026-09-16 (alexatallah: ""a stealth model we just launched... works in every harness""), card created 1789569723. FREE ($0/$0 on OR, so cost_est_usd=0 is exact, not an estimate). ONE endpoint only, provider_name ""Stealth"", so there is nothing to pin with --provider and the row cannot be a mixed-path average. Card: ctx 262,144 / max_completion_tokens 131,072, tokenizer ""Other"", modality text+image->text, quantization ""unknown"", implicit_caching false (but a cold call DID return cached_tokens=12, so the card understates the serving stack). *** EFFORT IS NOT ASSERTED AND MUST NOT BE *** - supported_parameters on this endpoint is exactly ['max_tokens','response_format','temperature','tool_choice','tools','top_p']: there is NO reasoning, reasoning_effort or include_reasoning field to set, and the model returns reasoning_tokens=0 with empty reasoning_details on a prompt that makes every reasoning model think. So effort=default, effort_status must be 'default' and NOT 'inert_default' (bench-pipeline.md §9: inert_default asserts a negative fact about the route and needs a probe that separates levels - there is no dial here to separate). PROBED 2026-09-17, receipt effort-dial-probes/20260917-unionalpha-openrouter.txt: an invented tier DOES return HTTP 400 naming the accept-list max|xhigh|high|medium|low|minimal|none - do NOT read that as a working dial. It comes back in 0.2s against 7-31s for accepted calls, so it is OpenRouter's own gateway and never reached the upstream (bench-pipeline.md §8 step 2). The decisive number is the repeated baseline: six BYTE-IDENTICAL temperature-0 calls returned completion_tokens 195/26/20/26/25/218 - a 10.90x spread WITHIN one condition, identical 4-char answer every time - so no between-level ratio on this route can mean anything, and the n=1 apparent effect (no-field 26 vs effort=high 195) was noise the baseline alone reproduces. TWO CONSEQUENCES FOR READING THIS ROW. (a) TOKEN COLUMNS CONTAIN INVISIBLE WORK: 16-214 completion tokens per call appear in neither `content` nor `reasoning`, with reasoning_tokens=0 - the route bills thinking it does not expose and does not label as reasoning, so this arm's token and cost columns are not comparable to a row whose reasoning is reported. (b) n=1 HERE IS WEAKER THAN n=1 ELSEWHERE: the six runs are bimodal ({20,25,26,26} at ~8s vs {195,218} at ~32s), i.e. an identical request sometimes takes a slow path and sometimes does not. n=1 was what was ordered and n=1 is what this is, but the row should be read as one sample of a visibly bimodal process - the Muse Spark 1.3 max lesson (n=3 range 2 -> n=5 range 6) arriving before the fact rather than after. Do NOT pass --require-reasoning: the ox-alpha/glm53 arms need it because those upstreams 400 with 'Reasoning is mandatory'; this one has no reasoning parameter at all and the plain call succeeds. SMOKE from the Mac (2026-09-17, through a local shim, the same upstream): plain completion returned 'PONG' in 16.5s; a tool call returned stop_reason=tool_use with input {""city"":""Warsaw""}. Both live, both this route. IDENTITY, AND WHAT PART OF IT IS SAFE TO LEAN ON: the lab is NOT OpenAI, Anthropic, Google, xAI or Meta - each of those returns a NAMED reasoning_details.format and a lab-specific tool-id shape through OpenRouter, while this slug returns no reasoning at all, a BARE UUID tool-call id (a shape no reference model on this board produces) and native_finish_reason 'stop' (Chat Completions, not a Responses API). Those are CATEGORICAL observations and they hold. The TOKENIZER numbers from the same fingerprint run do NOT reproduce and must not be quoted: two runs of the identical script on the identical fixed passage, ~40 min apart, gave passage 199 vs 177 and shuffled special-token deltas (endoftext 23 vs 0, im_start 1 vs 23, think 1 vs 20) off the same base=1, so usage.prompt_tokens is not a stable measurement on this endpoint - which is the same instability the effort probe found on the completion side. Anyone wanting a vocabulary claim needs repeated trials first. Card it as 'Union Alpha (stealth)' and never as a named release. JUDGE, IF THIS IS EVER RUN: codex (gpt-5.5), non-sibling on the categorical evidence above; if an unstealthing verdict ever lands on an OpenAI-family answer, flip both score configs to grok BEFORE judging. MODEL FIELD is the literal string 'claude-opus-5[1m]', matching the oxalpha/gemma431b/qwen3827b8bitnc convention for arms behind this shim: ANTHROPIC_BASE_URL points at localhost, so the proxy's own --model flag is what reaches OpenRouter and the CLI-facing string is inert plumbing. [1m] OVERSTATES this host - the real ceiling is 262,144 - but it is the only context override the CLI accepts through a shim (measured 2026-09-12, [128k]/[262144] pass through verbatim and 400 as unknown model ids), and bare claude-opus-5 would declare 200K and autocompact at ~55K, which measures the harness instead of the model (dsv4flash/qwen3827b8bit lesson). Accepted risk, named so it is diagnosable: the CLI's compaction net then sits at ~300K, ABOVE the host's hard 262K, so a leg that genuinely grew past 262K would die with an UPSTREAM CONTEXT-LENGTH ERROR rather than compact. The published row must state the host ceiling as 262K and must NOT claim a 1M window. SPEED WARNING: OR's own endpoint stats are p50 latency 14,039 ms and p50 throughput 16 tok/s, and the streamed probe never chunked (ttfb == total on both runs, i.e. the upstream buffers the whole completion). That is the slowest route this board has run. timeout_s is 6h PER LEG for that reason; if a leg still times out, the row is a timeout, not a score. Legs run SEQUENTIALLY (bench-pipeline.md: the two legs of one arm always are).

*** JUDGE: GROK (grok-4.6), NOT the board's default codex - and this OVERRIDES the staged note above, which said codex. The rule is that a model may not judge itself or a sibling, and this slug's lab is unidentified, so the routing cannot be read off a vendor. Read the two candidate families against the evidence and they are NOT symmetric. Both differ from Union Alpha on the same four categorical channels (native finish 'stop' vs 'completed'; no reasoning_details.format vs a named one; bare-UUID tool id vs call_+alnum / call-<uuid>-0; 262K context vs 1.05M / 500K). But the residual evidence that is left over after those exclusions points ONLY at OpenAI - the state-B special-token profile matches GPT-5.6 Sol, and the political-probe answers are structurally near-identical to Sol's - while NOTHING in the record pulls toward xAI. (The `service_tier` field is not a tell either way: Grok 4.6 and Sol both carry it, so it is OpenRouter's normalization.) Routing to codex therefore risks breaking the one rule the pipeline says must never break, in exchange for comparability; routing to grok risks a disclosed comparability caveat and nothing else. THE CAVEAT IS REAL AND GOES ON THE ROW: every control on this board was judged by codex, and the measured judge-to-judge spread on one transcript is ~2 points of 105 (Sol r1, 2026-09-16). SO r1's TWO LEGS GET BOTH PASSES - grok as the scoring judge, codex as a cross-check - and if they disagree by more than that spread, nothing is published until both numbers have been read side by side. ***

*** REPLICATION r3 of `unionalpha`, identical in every parameter that can be held fixed: same slug, same single endpoint, same harness, same prompt, same repos, same judge. The only difference is that it is a different run. *** NEVER RUN TWO OF THESE CONCURRENTLY, and never alongside another OpenRouter arm: one account, one rate limit, which is what the pipeline's 'never two legs within one provider' rule is about. This arm has its own dedicated shim. ***;openrouter_billed_usd=0.0;keepalive_sweeps=1 *** COST REPAIRED 2026-09-17, and the original is kept here. This cell recorded openrouter_billed_usd=0.0662 and now reads 0.0. The slug is priced at $0/$0 and bills nothing: a live call through this arm's own pinned path after the leg finished returned usage.cost 0, upstream_inference_cost 0, and a credits delta of exactly $0.000000. For OpenRouter arms the runner records a CREDITS DELTA across the leg, so any other consumer on the same account lands in it - and a second session was fingerprinting this model against PAID reference models through this leg's window. r1 and r2, same slug and same path, both recorded 0. The figure measured the account, not the arm. ***"
grok47xhigh,Grok 4.7 (xhigh),xhigh,1345.5,280615,,279680,426,118,281048,8.6867,0,"RULE 1 GATE: zero-token ACP readback on grok 1.0.30 before launch (effort-dial-probes/20260921-grok47-xhigh-acp-readback.md) - session/new returned currentModelId=grok-4.7 and reasoning_effort currentValue=xhigh, and the enum advertised for grok-4.7 is low|medium|high|xhigh with high as the CLI default, so xhigh is the CEILING (effort_status=verified_ceiling). grok-4.7 is also the CLI's own default model as of 1.0.30, so the -m flag being historically inert on this bridge cannot route the arm anywhere else - the readback names the served model either way. SNAPSHOT-not-bill;reconstruct-from-sessions;slug=grok-4.7. SEQUENTIAL legs. Cost=floor. Judge=Codex gpt-5.5 (non-sibling).; FLOOR reconstructed from the CLI's session logs (1 sessions, 83 requests, ~15.25M cached-read, 280,604 peak ctx, rates 2/0.5/6 $/MTok); grok CLI reports context occupancy, not cumulative usage - NOT A BILL; WALL_CONTENDED=judge: this leg ran 18:48-19:xx while the repo-1 scoring pass for the same arm was running on the machine (a codex judge, a different provider - no shared key, no shared rate limit, no shared meter). Scores, tokens and cost are untouched by it; wall_min is the only column that can absorb it, and it is disclosed here rather than left to be inferred. The runner's own concurrency marker could not catch this one: it samples the peer-LEG registry, and a judge never registers as a leg."
grok47xhighr2,Grok 4.7 (xhigh) r2,xhigh,1704.7,290328,,289920,392,106,290729,15.6793,0,"*** REPLICATION R2 of `grok47xhigh`, identical in every parameter that can be held fixed: same model, same effort flag, same route, same prompt, same harness, same repos, same judge. The ONLY difference is that it is a different run. *** WHY: the configuration this arm compares against - Grok 4.6 at the same xhigh tier - is published as a MEAN OF THREE, because three sequential runs of it scored 27, 30 and 29 of 105 and the single run the board first published (27) turned out to be the bottom of that range. An n=1 Grok 4.7 row set against a mean-of-3 Grok 4.6 row would not be a comparison between two models; it would be one draw against an average, which is the exact inference the 09-14 supersession had to retract. NOT A NEW MODEL AND NOT A NEW TIER - do not publish as its own row; it feeds a `- mean of 3` row together with `grok47xhigh` and the other replicate. Effort and served model verified by the same zero-token ACP readback that gated r1 (effort-dial-probes/20260921-grok47-xhigh-acp-readback.md). SNAPSHOT-not-bill;reconstruct-from-sessions;slug=grok-4.7. SEQUENTIAL legs. Cost=floor. Judge=Codex gpt-5.5 (non-sibling).;concurrent_with=repo 2-grok47xhighr3,repo 1-grok47xhighr3;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected; FLOOR reconstructed from the CLI's session logs (per-session arithmetic, 3 sessions, 184 requests, ~26.78M cached-read, 290,261 peak ctx, rates 2/0.5/6 $/MTok); grok CLI reports context occupancy, not cumulative usage - NOT A BILL"
grok47xhighr3,Grok 4.7 (xhigh) r3,xhigh,1763.6,300687,,298624,493,77,301189,13.7646,0,"*** REPLICATION R3 of `grok47xhigh`, identical in every parameter that can be held fixed: same model, same effort flag, same route, same prompt, same harness, same repos, same judge. The ONLY difference is that it is a different run. *** WHY: the configuration this arm compares against - Grok 4.6 at the same xhigh tier - is published as a MEAN OF THREE, because three sequential runs of it scored 27, 30 and 29 of 105 and the single run the board first published (27) turned out to be the bottom of that range. An n=1 Grok 4.7 row set against a mean-of-3 Grok 4.6 row would not be a comparison between two models; it would be one draw against an average, which is the exact inference the 09-14 supersession had to retract. NOT A NEW MODEL AND NOT A NEW TIER - do not publish as its own row; it feeds a `- mean of 3` row together with `grok47xhigh` and the other replicate. Effort and served model verified by the same zero-token ACP readback that gated r1 (effort-dial-probes/20260921-grok47-xhigh-acp-readback.md). SNAPSHOT-not-bill;reconstruct-from-sessions;slug=grok-4.7. SEQUENTIAL legs. Cost=floor. Judge=Codex gpt-5.5 (non-sibling).;keepalive_sweeps=1;concurrent_with=repo 2-grok47xhighr2;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected; FLOOR reconstructed from the CLI's session logs (per-session arithmetic, 1 sessions, 126 requests, ~24.81M cached-read, 300,673 peak ctx, rates 2/0.5/6 $/MTok); grok CLI reports context occupancy, not cumulative usage - NOT A BILL"
grok47xhighr4,Grok 4.7 (xhigh) r4,xhigh,1552.9,280975,,280704,494,155,281477,15.86,0,"*** REPLICATION R4 of `grok47xhigh`, identical in every parameter that can be held fixed: same model, same effort flag, same route, same prompt, same harness, same repos, same judge. The ONLY difference is that it is a different run. *** WHY A FOURTH: runs 1-3 scored 25, 30 and 31 of 105, a mean of 28.7, which is EXACTLY the published Grok 4.6 mean at the same xhigh tier. A tie on three draws a side is the least informative outcome available, and the 4.7 range (6 points) is twice 4.6's (3), so the tie rests on the wider distribution. A fourth draw tightens the 4.7 mean. It does NOT make the comparison symmetric - 4.6 remains n=3 - so any row built from this must say n=4 against n=3 rather than implying matched samples. *** UNCONTENDED ON PURPOSE: runs 2 and 3 overlapped each other, so four of the first six legs carry a wall biased upward and the speed question came out unmeasured. Nothing else runs alongside this one; its wall is directly comparable to run 1 (39.6 min) and to the 4.6 mean (43.1 min). *** RULE 1 GATE: zero-token ACP readback on the grok CLI before launch, confirming requested xhigh is the ACTIVE reasoning effort and that xhigh is the top rung grok-4.7 advertises. SNAPSHOT-not-bill;reconstruct-from-sessions;slug=grok-4.7. SEQUENTIAL legs - two grok agents share one login and an auth.json race is not a slow row, it is no row. Cost=floor, per-session arithmetic. Judge=Codex gpt-5.5 (non-sibling). DOES NOT PUBLISH STANDALONE: it feeds a mean row, and a publish hold is in force regardless.; FLOOR reconstructed from the CLI's session logs (per-session arithmetic, 5 sessions, 201 requests, ~26.02M cached-read, 280,918 peak ctx, rates 2/0.5/6 $/MTok); grok CLI reports context occupancy, not cumulative usage - NOT A BILL"
grok47high,Grok 4.7 (high),high,1225.9,214429,,214016,254,8,214692,5.9932,0,"*** The CLI DEFAULT rung of the Grok 4.7 dial - what someone gets who never touches the effort setting, which makes it the most operationally honest number on this dial and the one nothing else on the board measures for 4.7. *** WHY n=1 IS ENOUGH HERE AND WAS NOT ENOUGH AT xhigh: the xhigh rows were asking whether 4.7 beats 4.6 by a point or two, which one draw cannot answer - three runs spanned 25 to 31. This row asks where 4.7 sits on its own dial, and Grok 4.6's dial spans medium 23 to xhigh 28.7, so the rungs are far enough apart that a single run LOCATES a rung without measuring it precisely. The row says n=1 and carries the observed 4.6 spread as the scale of the doubt. RULE 1 GATE: zero-token ACP readback on the grok CLI before launch confirmed requested high is the ACTIVE reasoning effort on grok-4.7, whose advertised tiers are low, medium, high, xhigh. The CLI silently clamps an unknown effort string and `high` is its DEFAULT, so a clamped lower rung would be invisible in every artefact except this readback. SNAPSHOT-not-bill;reconstruct-from-sessions;slug=grok-4.7. SEQUENTIAL legs - two grok agents share one login and an auth.json race is not a slow row, it is no row. Cost=floor, per-session arithmetic. Judge=Codex gpt-5.5 (non-sibling). n=1: PUBLISHES AUTOMATICALLY regardless of score, by instruction, and the row says n=1 on its face.; FLOOR reconstructed from the CLI's session logs (per-session arithmetic, 1 sessions, 73 requests, ~10.25M cached-read, 214,423 peak ctx, rates 2/0.5/6 $/MTok); grok CLI reports context occupancy, not cumulative usage - NOT A BILL"
grok47medium,Grok 4.7 (medium),medium,1116.2,243708,,237696,284,115,244001,14.4963,0,"*** The MEDIUM rung of the Grok 4.7 dial, the bottom of the range this board has measured for the 4.6 generation (medium 23 of 105 against xhigh 28.7). *** WHY n=1 IS ENOUGH HERE AND WAS NOT ENOUGH AT xhigh: the xhigh rows were separating a one-point step from noise across three runs that spanned 25 to 31. This row asks where 4.7 sits on its own dial, where the rungs are several points apart, so a single run locates a rung without measuring it precisely. The row says n=1 and carries the observed 4.6 spread as the scale of the doubt. RULE 1 GATE: zero-token ACP readback on the grok CLI before launch confirmed requested medium is the ACTIVE reasoning effort on grok-4.7, whose advertised tiers are low, medium, high, xhigh. The CLI silently clamps an unknown effort string and `high` is its DEFAULT, so a clamped lower rung would be invisible in every artefact except this readback. SNAPSHOT-not-bill;reconstruct-from-sessions;slug=grok-4.7. SEQUENTIAL legs - two grok agents share one login and an auth.json race is not a slow row, it is no row. Cost=floor, per-session arithmetic. Judge=Codex gpt-5.5 (non-sibling). n=1: PUBLISHES AUTOMATICALLY regardless of score, by instruction, and the row says n=1 on its face.; FLOOR reconstructed from the CLI's session logs (per-session arithmetic, 5 sessions, 199 requests, ~23.48M cached-read, 243,695 peak ctx, rates 2/0.5/6 $/MTok); grok CLI reports context occupancy, not cumulative usage - NOT A BILL"
grok47low,Grok 4.7 (low),low,439.3,132347,,131328,316,37,132670,2.5308,0,"*** The LOW rung of the Grok 4.7 dial, the floor of the effort range. Grok 4.6 at low scored 15 of 105 against its xhigh 28.7, so this rung is where the dial actually has room to move and the one place a generation step could show up clearly on this benchmark. *** WHY n=1 IS ENOUGH HERE: this asks where 4.7 sits on its own dial, whose rungs are several points apart, rather than separating a one-point step from noise. The row says n=1 and carries the observed spread as the scale of the doubt. *** RULE 1 GATE: a zero-token ACP readback before launch confirmed requested low is the ACTIVE reasoning effort on grok-4.7. This matters most at THIS rung: the CLI silently clamps an unknown effort string and its default is `high`, so a low run that failed to apply would look like a strong low result instead of a default-effort run wearing the wrong label. SNAPSHOT-not-bill;reconstruct-from-sessions;slug=grok-4.7. SEQUENTIAL legs. Cost=floor, per-session arithmetic. Judge=Codex gpt-5.5 (non-sibling). PUBLISHES AUTOMATICALLY regardless of score, by instruction.; FLOOR reconstructed from the CLI's session logs (per-session arithmetic, 1 sessions, 46 requests, ~3.98M cached-read, 132,132 peak ctx, rates 2/0.5/6 $/MTok); grok CLI reports context occupancy, not cumulative usage - NOT A BILL"
mimo26pro,MiMo-V2.6-Pro,default,1705.8,388177,0,27548160,89253,,28025590,0.3429,0,"via=local OpenRouter shim (--max-retries 20 --backoff-cap 60 --provider Xiaomi);upstream=openrouter xiaomi/mimo-v2.6-pro, PINNED to Xiaomi with allow_fallbacks=false. The endpoint API lists exactly ONE host for this slug - Xiaomi's own, tag xiaomi/fp8, ctx 1,048,576 / max out 131,072 - so there is no host blending to defend against today; the pin is set regardless, because a slug served by one host at launch is not a slug served by one host for the life of the run, and an unpinned row that silently becomes mixed-path measures nothing. FIRST-PARTY SERVING: the vendor's own endpoint is the one whose behaviour is the model's. *** EFFORT IS INERT AND THIS ROW IS A DEFAULT-EFFORT ROW *** This endpoint's supported_parameters are frequency_penalty, include_reasoning, max_tokens, presence_penalty, reasoning, response_format, stop, structured_outputs, temperature, tool_choice, tools, top_p - there is NO reasoning_effort, so there is no tier to ask for and none is asserted. That is a stronger guarantee than the usual probe gives: the dial cannot be silently clamped when the API does not accept a dial at all. The arm runs with effort=default, which the runner honours by omitting the flag. MODEL STRING carries [1m] because the upstream context is 1M and the suffix is the only context hint the CLI accepts; without it the CLI assumes 200K and thrashes on autocompact (the dsv4flash lesson). billing=REAL openrouter bill (credits-delta, canonical); list 0.435 in / 0.0036 cache-read / 0.87 out per MTok. SEQUENTIAL legs. Judge=Codex gpt-5.5, which is neither this model nor a sibling of it. n=1: a first measurement of a model nothing on this board has seen, published as a single run and labelled as one.;openrouter_billed_usd=0.3429;concurrent_with=repo 2-gpt56lunamaxr2,repo 2-grok47highr3,repo 1-grok47highr3;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected"
grok47highr2,Grok 4.7 (high) r2,high,1138.1,227862,,10895221,73000,,11196083,6.3413,0,"*** REPLICATE 2 OF 3 AT THE HIGH RUNG of the Grok 4.7 dial. *** n=3 was requested for every rung after the n=1 rows landed, so this rung is being MEASURED rather than located: the published row for it will be a mean of three independent runs and the n=1 row it supersedes will stay on the board as the receipt for what was shown before. RULE 1 GATE: a zero-token ACP readback before this launch confirmed requested high is the ACTIVE reasoning effort on grok-4.7. SEQUENTIAL legs - two grok agents share one login. Judge=Codex gpt-5.5 (non-sibling), verdict recorded 2026-09-21 22:31Z (scoring/20260921T223113Z-score-3b80c172). *** THIS ROW IS A RECONSTRUCTION, ADDED 2026-09-22 *** The leg finished cleanly (exit=0, wall=1138.1s per the leg's own surviving run log) and was judged, but the metrics row itself was a working-tree-only write that a `git pull --rebase` reverted before it was committed - it was not a full file deletion, so the earlier recovery pass (which only restored `D` entries) missed it. The original ACP meta blob (inputTokens/cacheRead/output/reasoning/total as directly reported by the session at completion) was never persisted to disk anywhere and is genuinely gone. wall_s and exit above are exact, from the surviving raw log. input_tok/cache_read/output_tok/total_tok above are NOT a direct capture - they are reconstructed from the still-intact grok CLI session directory (~/.grok/sessions/...grok47highr2, 1 session, 73 requests, 248 tool calls, peak context 227,862) using the same per-session FLOOR arithmetic the board's floor-cost script uses elsewhere: input_tok=peak context, cache_read=requests*peak*0.655 FRONTLOAD, output_tok=requests*1000, total_tok=their sum. reasoning_tok is left blank because nothing in the surviving data separates it out. cost_est_usd=$6.3413 is this leg's own FLOOR (the repo 1 sibling's is $5.68, combined $12.02 - matches what the board's floor-cost script reports for this arm today). Treat the token/cost columns on this row as a floor-style reconstruction, not a measurement of what the CLI actually reported at the time.; FLOOR reconstructed via the board's per-session floor-cost script (per-session arithmetic, 1 sessions, 73 requests, ~10.89M cached-read, 227,862 peak ctx, rates 2/0.5/6 $/MTok); grok CLI reports context occupancy, not cumulative usage - NOT A BILL"
grok47highr3,Grok 4.7 (high) r3,high,1328.9,256114,,255744,348,51,256470,7.5224,0,"*** REPLICATE 3 OF 3 AT THE HIGH RUNG of the Grok 4.7 dial. *** n=3 was requested for every rung after the n=1 rows landed, so this rung is being MEASURED rather than located: the published row for it will be a mean of three independent runs and the n=1 row it supersedes will stay on the board as the receipt for what was shown before. Scale of the doubt, from this same model one rung up: three runs at xhigh spanned 25 to 31 of 105, so a single draw at any rung carries several points of slack and a three-point gap between two single runs is not a finding. BYTE-IDENTICAL to the r1 arm except its name - a replicate that differs in configuration measures configuration, not variance. RULE 1 GATE: a zero-token ACP readback before this launch confirmed requested high is the ACTIVE reasoning effort on grok-4.7, whose advertised tiers are low, medium, high, xhigh. The CLI silently clamps an unknown effort string AND its default is `high`, so a clamped rung would be invisible in every artefact except that readback - the run would be a default-effort run wearing another label. SNAPSHOT-not-bill;reconstruct-from-sessions;slug=grok-4.7. SEQUENTIAL legs - two grok agents share one login and an auth.json race is not a slow row, it is no row. Cost=floor, per-session arithmetic. Judge=Codex gpt-5.5 (non-sibling).;concurrent_with=repo 2-gpt56lunamaxr2,repo 2-mimo26pro;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected; FLOOR reconstructed via the board's per-session floor-cost script (per-session arithmetic, 1 sessions, 78 requests, ~13.08M cached-read, 256,106 peak ctx, rates 2/0.5/6 $/MTok); grok CLI reports context occupancy, not cumulative usage - NOT A BILL"
grok47mediumr2,Grok 4.7 (medium) r2,medium,910.8,205129,,0,406,139,205542,5.0935,0,"*** REPLICATE 2 OF 3 AT THE MEDIUM RUNG of the Grok 4.7 dial. *** n=3 was requested for every rung after the n=1 rows landed, so this rung is being MEASURED rather than located: the published row for it will be a mean of three independent runs and the n=1 row it supersedes will stay on the board as the receipt for what was shown before. Scale of the doubt, from this same model one rung up: three runs at xhigh spanned 25 to 31 of 105, so a single draw at any rung carries several points of slack and a three-point gap between two single runs is not a finding. BYTE-IDENTICAL to the r1 arm except its name - a replicate that differs in configuration measures configuration, not variance. RULE 1 GATE: a zero-token ACP readback before this launch confirmed requested medium is the ACTIVE reasoning effort on grok-4.7, whose advertised tiers are low, medium, high, xhigh. The CLI silently clamps an unknown effort string AND its default is `high`, so a clamped rung would be invisible in every artefact except that readback - the run would be a default-effort run wearing another label. SNAPSHOT-not-bill;reconstruct-from-sessions;slug=grok-4.7. SEQUENTIAL legs - two grok agents share one login and an auth.json race is not a slow row, it is no row. Cost=floor, per-session arithmetic. Judge=Codex gpt-5.5 (non-sibling).;concurrent_with=repo 1-gpt56lunamaxr3,repo 1-mimo26profp;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected; FLOOR reconstructed via the board's per-session floor-cost script (per-session arithmetic, 1 sessions, 64 requests, ~8.59M cached-read, 205,118 peak ctx, rates 2/0.5/6 $/MTok); grok CLI reports context occupancy, not cumulative usage - NOT A BILL"
